918,GIESEN,GIESEN 0% PINOT GRIGIO,GIESEN GROUP,NEW ZEALAND,ABV < 0.5%,"JUDGES' TASTING NOTE
Breezy flavours of fresh grass, fresh pear and apple compote on the nose lead onto a fresh palate with a brisk acidity. Refreshing and drier than most AF whites but still with a decent finish. A light, bright white that's definitely Grigio rather than Gris in style.",WineAlt Wine / Sake,Energy: 18kcal per 125ml serving,Carbohydrates: 4g per 125ml serving,Sugars: 4g per 125ml serving,https://www.funny.be/
917,GIESEN,GIESEN 0% CHARDONNAY,GIESEN GROUP,NEW ZEALAND,ABV < 0.5%,"JUDGES' TASTING NOTE
Rich buttery nose with smokey ripe lemons, golden apple and stone fruit. A little sweetness gives body and enhances the creamy texture on the palate. A mid-weight, easy-drinking Chardonnay with mass-market aperitif appeal.",WineAlt Wine / Sake,Energy: 14kcal per 125ml serving,Carbohydrates: 3.30g per 125ml serving,Sugars: 2.40g per 125ml serving,
919,GIESEN,GIESEN 0% PREMIUM RED,GIESEN GROUP,NEW ZEALAND,ABV < 0.5%,"JUDGES' TASTING NOTE
An exciting nose of dark berries and forest fruit compote carry through onto a well structured palate where the tannins are integrated and acidity in balance. Can be used as a Beaujolais alternative; chilled on a summer's day, with light meats or fish.",WineAlt Wine / Sake,Energy: 23kcal per 125ml serving,Carbohydrates: 5.50g per 125ml serving,Sugars: 4.40g per 125ml serving,
920,GIFFARD,GIFFARD GRAPEFRUIT ALCOHOL FREE,GIFFARD,FRANCE,ABV < 0.5%,"JUDGES' TASTING NOTE
Pale pink with zingy flavours of grapefruit, orange zest and hints of bitter spice, given further lift by a vinegary tang. A useful addition to the AF cocktail cabinet, but also mixes beautifully with tonic to make a bright, refreshing spritz.",Cocktail BaseLiqueurSpirit / Bitters,Energy: 133kcal per 100ml,Carbohydrates: 33g per 100ml,Sugars: 30g per 100ml,https://www.giffard.com/en/giffard-alcohol-free/8393-351-giffard-pamplemousse-sans-alcool.html#/1-volume-70_cl
926,GOXOA SPORTS BEER,IPA,SUPERBEER,BELGIUM,ABV 0.4%,"JUDGES' TASTING NOTE
With classic flavours of pine and grapefruit, this is a full-flavoured IPA, where bitterness and smoothness intertwine perfectly to create a hugely drinkable beer. Good with oily food (think fish and chips) or as a refreshing reward after exercise.",BeerFunctional / Health / Sports,Energy: 23kcal per 100ml,Carbohydrates: 5.10g per 100ml,Sugars: 1.70g per 100ml,https://www.giffard.com/en/giffard-alcohol-free/8393-351-giffard-pamplemousse-sans-alcool.html#/1-volume-70_cl
922,"GRAN BARÓN 0,0","GRAN BARÓN 0,0 ROSÉ",VALLFORMOSA,SPAIN,ABV 0.0%,"JUDGES' TASTING NOTE
Pretty rose gold colour with gentle flavours of red berries, melon and orange blossom. A lighter style of rose, but with a good balance of sweetness and acidity. A hot day sipper.",Wine,Energy: 23kcal per 100ml,Carbohydrates: 5.50g per 100ml,Sugars: 5g per 100ml,https://www.granbaron.com
1247,HEINEKEN 0.0.,HEINEKEN 0.0.,HEINEKEN NV,NETHERLANDS,ABV 0.05%,"JUDGES' TASTING NOTE
Golden colour with a good head. Sweetcorn nose with a flicker of citrus. In the mouth there's a comforting layer of malty, buttered brioche with a well-judged bitterness and a moreishly dry, clean finish. Crisp and refreshing - a top notch session lager.",Beer,Energy: 21kcal per 100ml,Carbohydrates: 4.80g per 100ml,Sugars: 1.30g per 100ml,https://www.granbaron.com
925,IESSI,IL FRIZZANTE,IESSI,ITALY,ABV < 0.5%,"JUDGES' TASTING NOTE
Lipstick red, with flavours of chinotto, orange peel, cinnamon and allspice. Pretty classic Italian aperitivo flavours, and the expected accompanying bitterness is well-judged - persistent, but never overwhelming, and the fizz supplies extra lift on the palate.",Aperitif / VermouthCocktail (ready to drink),Energy: 55kcal per 100ml,Carbohydrates: 13g per 100ml,Sugars: 13g per 100ml,https://www.heineken.com/gb/en/our-products/heineken-0-0
891,JOY'S ISLAND SPICE SORREL HIBISCUS ELIXIR,SORREL HIBISCUS ELIXIR,JOY’S ISLAND SPICE,UNITED STATES,ABV 0.0%,"JUDGES' TASTING NOTE
Vibrant magenta drink with lots of flavours of Christmas spices - cloves, nutmeg and cinnamon - leading onto bright, slightly tangy red fruit. Fantastic neat by the fireside or over ice, but also likely to appeal to creative home bartenders who can make the most of its big personality.",Cocktail BaseAlt Wine / Sake,Energy: 20kcal per 2fl oz USA serving,Carbohydrates: 6g per 2fl oz USA serving,Sugars: 5g per 2fl oz USA serving,https://www.iessi.fr
928,JUKES CORDIALITIES,JUKES 1 - THE CLASSIC WHITE,SWITCHELS LIMITED,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
Pale lemon with a slight haze, this wine alternative is defined by a tangy nose with flavours of apple, bitter lemon and a touch of spice. ACV provides added zest to the palate. Mixed with water it's a great substitute for crunchy whites like Chablis or Sancerre.",Alt Wine / Sake,Energy: 15.80kcal per 100ml,Carbohydrates: 3.60g per 100ml,Sugars: 4.20g per 100ml,https://joysislandspice.com
929,,JUKES 6 - THE DARK RED,SWITCHELS LTD,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
Beautiful wine-like cherry red colour, with a delicate nose of red berries and black tea. Some more perfumed notes appear on the palate - roses, pepper and herbs - with a spritz of vinegar dialling down the fruit sweetness. Like mini sparkling Shiraz.",Alt Wine / Sake,Energy: 22.70kcal per 100ml,Carbohydrates: 5.20g per 100ml,Sugars: 5.50g per 100ml,https://jukescordialities.com/products/jukes-1-giftbox
930,JUKES CORDIALITIES,JUKES 8 - THE SPARKLING ROSÉ,SWITCHELS LIMITED,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
Winsome pale pink colour, with flavours of raspberry and strawberry gummis, lemon and darjeeling tea. Fun and approachable, despite an underlying base of apple cider vinegar, it retains some sweetness on the palate. A practical option for outdoor events and picnics.",Alt Wine / Sake,Energy: 18.30kcal per 100ml,Carbohydrates: 4.60g per 100ml,Sugars: 4.10g per 100ml,https://jukescordialities.com/products/jukes-6-giftbox
952,KOLONNE NULL,SAUVIGNON BLANC,KOLONNE NULL,GERMANY,ABV < 0.5%,"JUDGES' TASTING NOTE
Pleasant floral aromatics of grass, hay and green bell pepper up front, with softer notes of white peach and pear in behind. Light and balanced, with plenty of zip, it's a sympathetic partner for scallops and cream sauces.",Wine,Energy: 14kcal per 100ml,Carbohydrates: 2.70g per 100ml,Sugars: 2.60g per 100ml,https://jukescordialities.com/products/jukes-8-the-sparkling-rose
906,KOLONNE NULL,CUVÉE BLANC N°01 SPARKLING,KOLONNE NULL,GERMANY,ABV 0.0%,"JUDGES' TASTING NOTE
Classy champagne-like mousse, backed up by appealing flavours of baked apple and citrus on nose and palate. The mousse combines with the fruit to make this quite mouth-filling, despite being relatively dry. A great anyday sparkler.",Wine,Energy: 19kcal per 100ml,Carbohydrates: 2.90g per 100ml,Sugars: 2.90g per 100ml,https://kolonnenull.com/en/collections/alkoholfreier-wein/products/sauvignon-blanc
1095,L.A BREWERY,SPARKLING WHITE ROSE,L.A BREWERY,UNITED KINGDOM,ABV < 0.5%,"JUDGES' TASTING NOTE
Very delicate, pretty and harmonious, this is a charming, easy-drinking kombucha that still has plenty going on. Floral with light tea character, ripe white fruit and elderflower, it's refreshing and hugely sippable. Perfect for summer evenings or an aperitif.",Tea / Kombucha / Kefir (Water)Alt Wine / Sake,Energy: 15kcal per 100ml,Carbohydrates: 3.75g per 100ml,Sugars: 2.60g per 100ml,https://kolonnenull.com/en/products/alkoholfreie-cuvee-blanc-prickelnd
911,L'ALCHIMISTE,FIVE,SIGNATURE WM,FRANCE,ABV 0.1%,"JUDGES' TASTING NOTE
Straw yellow, with a base of soft melon fruit overlaid with sweet herb and floral notes. Refreshing, well-rounded and with a refreshing pithy finish, it's distinctive and sophisticated. Serve in a wine glass with a chunk of ice.",Aperitif / VermouthCocktail (ready to drink),Energy: 56kcal per 100ml,Carbohydrates: 14.10g per 100ml,Sugars: 11.30g per 100ml,https://labrewery.co.uk/
912,L'ALCHIMISTE,FLEUR DE VIGNE,WM SIGNATURE,FRANCE,ABV 0.0%,"JUDGES' TASTING NOTE
Pale pink, with inviting flavours of peach, elderflower and pink grapefruit. There's more soft white fruit on the palate, with a balancing herbal/pithy undertow adding freshness. Smooth and well-balanced, this is a fine rosé wine alternative.",Aperitif / VermouthCocktail (ready to drink),Energy: 32kcal per 100ml,Carbohydrates: 8g per 100ml,Sugars: 7.30g per 100ml,https://www.alchimistedrink.com
931,LA GALINIÈRE,LA GALINIÈRE STILL,LES GRANDS CHAIS DE FRANCE,FRANCE,ABV < 0.5%,"JUDGES' TASTING NOTE
Pale salmon colour, with a fresh nose of red berry fruit. Flavours of stone fruit and mandarin continue on the palate, with an underlying edge of lemon pith. It finishes drier than most AF pinks, making it a viable switch for lovers of Provence rosé looking for an aperitif.",Wine,Energy: 13kcal per 100ml,Carbohydrates: 2.70g per 100ml,Sugars: 2g per 100ml,https://www.alchimistedrink.com/products/cocktail-sans-alcool-fleur-de-vigne
1015,LUMINARA,CHARDONNAY,TRINCHERO FAMILY ESTATES,UNITED STATES,ABV < 0.5%,"JUDGES' TASTING NOTE
Flavours of golden apple, poached pear and caramel, with a creamy peach palate. Sunny New World style of Chardonnay.",Wine,Energy: 44kcal per 8fl oz USA serving,Carbohydrates: 13g per 8fl oz USA serving,Sugars: 5.73g per 8fl oz USA serving,
901,LUMINARA,CABERNET SAUVIGNON,TRINCHERO FAMILY ESTATES,UNITED STATES,ABV < 0.5%,"JUDGES' TASTING NOTE
Medium ruby colour, with flavours of poached blackcurrants and black berries with a gentle light smokiness. Some vanilla oak comes through on the palate underpinning the plum and cassis flavours, while the dry tannins cry out for a nice entrecote.",Wine,Energy: 48kcal per 8fl oz USA serving,Carbohydrates: 15g per 8fl oz USA serving,Sugars: 6.14g per 8fl oz USA serving,
927,LYRE'S NON ALCOHOLIC,ITALIAN SPRITZ,LYRE'S NA,"AUSTRALIA, NETHERLANDS",ABV 0.3%,"JUDGES' TASTING NOTE
Vibrant bright red in colour, this aperitivo has an appealingly tangy nose of maraschino cherry and orange peel. Despite flavour intensity, the palate is mid-weight, with a perfectly judged balance of bitterness, sweetness and freshness. Mixes really well.",Aperitif / VermouthCocktail BaseAlt Spirit,Energy: 24.90kcal per 30ml serving,Carbohydrates: 20g per 30ml serving,Sugars: 20g per 30ml serving,https://www.lyres.com
893,LYRE'S NON ALCOHOLIC,AMARETTI,LYRE'S NA,"AUSTRALIA, NETHERLANDS",ABV 0.2%,"JUDGES' TASTING NOTE
Delicious - and classic - flavours of amaretto. Almonds, marzipan, caramel, some white flower aromas and even a gentle dusting of white pepper. Cheerful and approachable it's a crowd-pleasing after-dinner sipper.",Cocktail BaseLiqueurAlt Spirit,Energy: 21kcal per 30ml serving,Carbohydrates: 5.10g per 30ml serving,Sugars: 4.80g per 30ml serving,https://www.lyres.com
894,LYRE'S NON ALCOHOLIC,APERITIF ROSSO,LYRE'S NA,"AUSTRALIA, NETHERLANDS",ABV 0.1%,"JUDGES' TASTING NOTE
A deep golden colour, with big flavours of caramel, spices and toasted nuts leading into a ripe orange citrus acidity. There's sweetness on the palate, but a balancing bitterness too and it's a winning serve both on its own and with tonic.",Aperitif / VermouthCocktail BaseSpirit / Bitters,Energy: 58kcal per 100ml,Carbohydrates: 14g per 100ml,Sugars: 13g per 100ml,https://www.lyres.com
942,LYRE'S NON ALCOHOLIC,PINK LONDON SPIRIT,LYRE'S NA,AUSTRALIA,ABV 0.3%,"JUDGES' TASTING NOTE
Unmissable neon pink colour, and plenty going on in the glass, too. Cheerful initial sweet flavours of candied raspberry and strawberry draw into a drier, more gin-like finish, with notes of coriander and juniper. Guaranteed hit for pink gin lovers.",Aperitif / VermouthCocktail BaseSpirit / Bitters,Energy: 11kcal per 30ml serving,Carbohydrates: 2.50g per 30ml serving,Sugars: 1.20g per 30ml serving,https://www.lyres.com
932,M&S LOW ALCOHOL CZECH LAGER,M&S LOW ALCOHOL CZECH LAGER,MARKS & SPENCER,UNITED KINGDOM,ABV 0.5%,"JUDGES' TASTING NOTE
Amber lager, with flavours of caramel and malt and very evident Old World hops. Creamy, malty texture through the palate, with the bitterness more in the background this will appeal to lovers of smoother beer - perhaps as a match for spicier food.",Beer,Energy: 19kcal per 100ml,Carbohydrates: 4.20g per 100ml,Sugars: 2.10g per 100ml,https://www.lyres.com
1227,M&S LOW ALCOHOL LEMON & ROSEMARY BOTANICAL,M&S LOW ALCOHOL LEMON & ROSEMARY BOTANICAL,MARKS & SPENCER,UNITED KINGDOM,ABV 0.5%,"JUDGES' TASTING NOTE
Interesting aromas of lemon peel, angelica and cassia. Palate has saline, cucumber and lime, slightly spicy and sweet with a zesty, bitter edge. Versatile, but really hits the 'G&T' spot when mixed with tonic!",Cocktail BaseSpirit / BittersAlt Spirit,Energy: 37kcal per 100ml,Carbohydrates: 9.30g per 100ml,Sugars: 0.10g per 100ml,https://www.ocado.com/products/m-s-low-alcohol-czech-lager-553715011
907,MANUFAKTUR JÖRG GEIGER GMBH,CUVEE NR. 23,MANUFAKTUR JÖRG GEIGER GMBH,GERMANY,ABV 0.0%,"JUDGES' TASTING NOTE
Rose gold coloured sparkler with flavours of bruised apples and red berries. Some peach and apricot broaden out the palate, with a gentle vinegar note undercutting the sweetness. A good introduction to the alt-wine space.",Aperitif / VermouthCider / Perry / MeadAlt Wine / Sake,Energy: 30kcal per 100ml,Carbohydrates: 6g per 100ml,Sugars: 6g per 100ml,https://www.ocado.com/products/m-s-low-alcohol-lemon-rosemary-botanical-616766011
1254,MCGUIGAN,ZERO CHARDONNAY 0,AUSTRALIAN VINTAGE,AUSTRALIA,ABV 0.5%,"JUDGES' TASTING NOTE
Buttery ripe stone fruit with a creamy texture and lovely oaky aromas. Lemon zest freshness and flavours of pineapple, melon, vanilla and nectarine. Lots of creamy weight to the palate but stays fresh and easy to drink. Classic Chardonnay style.",WineAlt Wine / Sake,Energy: 22kcal per 100ml,Carbohydrates: 5g per 100ml,Sugars: 3.90g per 100ml,https://www.manufaktur-joerg-geiger.de/Cuvee-Nr.23-alkoholfrei/323-3
971,MCGUIGAN,ZERO SHIRAZ 0,AUSTRALIAN VINTAGE,AUSTRALIA,ABV 0.5%,"JUDGES' TASTING NOTE
A joyous expression of Shiraz. Fun, jammy red and black fruit on the nose, with a gentle, smoky spiciness drying things out on the palate. Approachable and well balanced, it would be great with steak and creamy pepper sauce.",WineAlt Wine / Sake,Energy: 29kcal per 100ml,Carbohydrates: 7g per 100ml,Sugars: 3.90g per 100ml,
944,MIRABEL FRESH&FRUITY,POMPELMOES/ROZEMARIJN,RESTAURANT MARCUS*,BELGIUM,ABV 0.0%,"JUDGES' TASTING NOTE
Powerful, concentrated flavours of poached white/yellow fruit (apples, apricots) with a lick of aromatic rosemary. Designed for mixing, there's still a lot of depth and complexity even after dilution, and the flavours are clearly natural not synthetic. A great addition to any cocktail cabinet.",Aperitif / VermouthCocktail BaseAlt Spirit,Energy: 35kcal per 100ml,Carbohydrates: 8.75g per 100ml,Sugars: 8.75g per 100ml,https://mirabelfreshandfruity.com
888,MISTY CLIFFS,DE-ALCOHOLIZED ROSÉ,MISTY CLIFFS,SOUTH AFRICA,ABV < 0.5%,"JUDGES' TASTING NOTE
Pretty salmon colour with flavours of stone fruit, rosehips and white peach. The sweetness gives softness in the mouth, while acidity adds freshness to the finish. A cheerful, summery, beach-side kind of rosé.",WineAlt Wine / Sake,Energy: 20kj per 150ml serving,Carbohydrates: 5g per 150ml serving,Sugars: 3g per 150ml serving,https://mirabelfreshandfruity.com
910,NASDROW,ESPRESSO MARTINI,NASDROW,CANADA,ABV < 0.5%,"JUDGES' TASTING NOTE
Coffee, caramel and chocolate flavours abound on this convincing AF espresso martini, leading onto a palate with added flavours of buttercream and roasted nuts. With plenty of punch, it's a great after-dinner sipper.",Cocktail (ready to drink),Energy: 84kcal per 250ml serving,Carbohydrates: 20g per 250ml serving,Sugars: 16g per 250ml serving,https://www.mistycliffswines.com
937,NATUREO,NATUREO SPARKLING ROSÉ,TORRES ICONS,SPAIN,ABV 0.0%,"JUDGES' TASTING NOTE
Pale rose colour, with flavours of fruit compote - think summer pudding. There's a gentle layering of sweetness on the raspberry-jam palate, but bubbles add lift for a very approachable everyday early evening quaffer. Will appeal to lovers of prosecco.",Wine,Energy: 18kcal per 100ml,Carbohydrates: 4.10g per 100ml,Sugars: 3.50g per 100ml,https://www.nasdrow.com/produit/espresso-martini
1249,NAZCAL,PUMA,SOBAR MONKEY LTD,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
This is bittersweet and floral. Intriguing blend of delicate floral aromas. Hints of grapefruit, elderflower and rose. Light sweetness that gently tapers into a crisp, bitter finish, creating a refined drink that’s both refreshing and complex.",Cocktail BaseFunctional / Health / SportsAlt Spirit,Energy: 67kcal per 100ml,Carbohydrates: 17g per 100ml,Sugars: 9g per 100ml,https://www.natureowines.com/
904,NEKTA,CITRUS AND MORINGA,NEKTA DRINKS LTD,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
An intriguing combination of plush tropical fruit and taut citrus. A burst of mango, pineapple and coconut on the nose moves onto a palate that is lighter, fresher and more citrussy than expected. A cheerful, uplifting summer sipper.",Cocktail (ready to drink),Energy: 20kcal per 100ml,Carbohydrates: 5.05g per 100ml,Sugars: 4.95g per 100ml,https://www.nazcal.co.uk 
939,NERO ORO 0%,NERO ORO 0% PRIMITIVO,THE WINE PEOPLE SRL,ITALY,ABV 0.0%,"JUDGES' TASTING NOTE
There's plenty of lush, plush red and black fruit on display here - think pomegranate, strawberries and blackberry. It's rich and sweet on the palate, but there's a degree of acidity to hold its exuberance in check. One for lovers of big fruit, who don't mind some sweetness - would work well with cheese.",Wine,Energy: 28kcal per 100ml,Carbohydrates: 6.50g per 100ml,Sugars: 6.50g per 100ml,https://www.nektadrinks.com/discover
1236,NOA NON-ALCOHOLIC SWEET VERMOUTH,NOA NON-ALCOHOLIC SWEET VERMOUTH,NOA,CANADA,ABV < 0.5%,"JUDGES' TASTING NOTE
Classic sweet vermouth nose of berries, cola, molasses and vanilla, with a well-contained herbal note through the palate. Beautiful sweet/bitter balance, with a long finish. Great Manhattan component.",Aperitif / VermouthCocktail BaseAlt Spirit,Energy: 40kcal per 45ml serving,Carbohydrates: 9g per 45ml serving,Sugars: 8g per 45ml serving,https://www.twpwines.com/en/primitivo_0
974,NOKO,KOMBUCHA HOUBLON,NORD KOMBUCHA,FRANCE,ABV < 0.5%,"JUDGES' TASTING NOTE
An explosion of flavour and aroma: grassy hops, white grapefruit, white peach, apricot, white pepper leap out of the glass. On the palate, it's dry, zesty and super-refreshing with expressive green tea flavours on the finish. A drink for any time, anywhere!",Tea / Kombucha / Kefir (Water),Energy: 11kcal per 100ml,Carbohydrates: 2.30g per 100ml,Sugars: 2.26g per 100ml,https://www.monsieur-cocktail.com/en/collections/spiritueux-sans-alcool-noa/products/non-alcoholic-sweet-vermouth
940,NONA DRINKS,NONA SPRITZ,NONA DRINKS,BELGIUM,ABV 0.0%,"JUDGES' TASTING NOTE
This Aperol alternative is bright orange in colour, and bright orange in flavour, with aromas of orange peel and orange syrup to the fore, though some floral notes also appear when mixed with tonic. A gentle, balanced spritz base that's refreshing rather than challenging.",Cocktail BaseSpirit / BittersAlt Spirit,Energy: 129kj per 100ml,Carbohydrates: 8g per 100ml,Sugars: 8g per 100ml,https://www.noko.life
941,NOOH BY LA COSTE,NOOH BY LA COSTE WHITE,CHÂTEAU LA COSTE,FRANCE,ABV 0.0%,"JUDGES' TASTING NOTE
Firmly in the 'greener' spectrum of Sauvignon Blanc on the nose, with flavours of privet, green tea and green apples, though the palate broadens into riper notes of white peach, pineapple and warm earth. One for lovers of Loire Sauvignon.",Alt Wine / Sake,Energy: 17kcal per 100ml,Carbohydrates: 4.10g per 100ml,Sugars: 3.50g per 100ml,https://www.nonadrinks.com/
949,NOT GUILTY,ROSE,AUSTRALIAN VINTAGE,AUSTRALIA,ABV 0.05%,"JUDGES' TASTING NOTE
Pale pink sparkler with flavours of rosehip, watermelon and strawberries. Really good balance of palate-sweetness and acidity mean that it's super-refreshing despite being off dry, and would work with food as well as being an elegant summertime aperitif.",Wine,Energy: 24kcal per 100ml,Carbohydrates: 6g per 100ml,Sugars: 4g per 100ml,https://nooh-by-la-coste.com/
898,NOZECO,BUCKS FIZZ,LES GRANDS CHAIS DE FRANCE,FRANCE,ABV 0.5%,"JUDGES' TASTING NOTE
Hazy orange colour, with exuberant flavours of tropical fruit and oranges. Lively on the palate, with plenty of length, and a zesty, uplifting freshly-squeezed orange-juice zing. Complex, balanced and hugely moreish, this is brilliant for bottomless brunches.",Cocktail (ready to drink)Alt Wine / Sake,Energy: 36kcal per 100ml,Carbohydrates: 9g per 100ml,Sugars: 9g per 100ml,
921,NUDO DRINKS,GINEPRO,SPIRITS BY DESIGN BV,BELGIUM,ABV 0.0%,"JUDGES' TASTING NOTE
Intriguing nose of herbs and spices - eucalyptus, clove, mint, cardamom - described by one judge as 'like walking into a spa'. The layers of flavour persist on the palate, to make a complex alternative to gin with appeal to drinkers who don't like strong juniper notes.",Cocktail BaseSpirit / BittersAlt Spirit,Energy: 13.90kcal per 100ml,Carbohydrates: 0g per 100ml,Sugars: 3.58g per 100ml,https://www.nudodrinks.com
951,ONE OF ONE,SAUVIGNON BLANC,ONE OF ONE,UNITED STATES,ABV < 0.5%,"JUDGES' TASTING NOTE
Zesty 'terrace white' with vibrant acidity. Crunchy green apple skin and grapefruit pith with some trademark notes of grass and bell pepper. Fresh and citrussy, rather than tropical, it's dry, refreshing and precise. A fine match with seafood.",WineAlt Wine / Sake,Energy: 10kcal per 5fl oz USA serving,Carbohydrates: 3.50g per 5fl oz USA serving,Sugars: 1g per 5fl oz USA serving,https://www.nudodrinks.com
945,PROPER JOB 0.5%,PROPER JOB 0.5%,ST AUSTELL BREWERY,UNITED KINGDOM,ABV 0.5%,"JUDGES' TASTING NOTE
Enticing colour, with a classic hop-driven nose - flavours of pine, grapefruit and caramel. Medium-bodied, with good richness of flavour, firm bitterness and a long finish. Classic IPA with hop and caramel flavours - refreshing, sessionable and good with full-textured dishes.",Beer,Energy: 22kcal per 100ml,Carbohydrates: 4.75g per 100ml,Sugars: 1.40g per 100ml,https://oneofonewineco.com
946,QUIET XPA,QUIET XPA,HEAPS NORMAL,AUSTRALIA,ABV < 0.5%,"JUDGES' TASTING NOTE
Sweet malt and hop aromatics, with some softer tropical fruit flavours. This is a light, fairly subtle 'movie night' beer with a refreshing citrus top-note that makes it easy to return to. A crowd-pleasing all-purpose thirst-quencher.",Beer,Energy: 17kcal per 100ml,Carbohydrates: 4g per 100ml,Sugars: 1.40g per 100ml,https://www.staustellbreweryshop.co.uk/p/proper-job-0-5-ipa-12-x-500ml-bottles/
892,RAMON,ALCOHOLFREE BEER,BROUWERIJ ROMAN,BELGIUM,ABV 0.3%,"JUDGES' TASTING NOTE
Lots of malt on the nose, with some toasted nuts and sweetcorn, before the palate draws in around grassy hop flavours. Nice transition from honeyed sweetness to a bracing, bitter finish - perfect as a sharpener at the end of the working day.",Beer,Energy: 28kcal per 100ml,Carbohydrates: 6.40g per 100ml,Sugars: 3g per 100ml,https://heapsnormal.com/
947,"RECODA 0,0","RECODA 0,0 WHITE",VALLFORMOSA,SPAIN,ABV 0.0%,"JUDGES' TASTING NOTE
A lot of comforting flavours in this sparkler, with flavours of baked pear and apple, honeysuckle and stonefruit. With its off-dry palate, soft acidity and strong aromatics, some judges likened it to an AF Moscato d'Asti. A good dessert-matching option.",Wine,Energy: 23kcal per 100ml,Carbohydrates: 5.50g per 100ml,Sugars: 5g per 100ml,https://www.roman.be/nl/brand/ramon
923,ROBOT,HONEY COLA KOMBUCHA,NET ZERO FOODS LTD,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
This genre-defying drink has complex flavours of lemon grass, tea, honey and quince. It's smooth and comforting through the palate with a slight vinegary lift on the finish providing freshness. Very moreish - and a good introduction to kombucha sceptics.",Functional / Health / SportsSoda / Juice BlendTea / Kombucha / Kefir (Water),Energy: 84kj per 100ml,Carbohydrates: 4.90g per 100ml,Sugars: 4.90g per 100ml,https://www.robotkombucha.co.uk
960,SAVEUR DRINKS,SPARKLING QUINCE-ESSENCE,SAVEUR DRINKS BY NIKLAS IN'T VELD,GERMANY,ABV 0.0%,"JUDGES' TASTING NOTE
A lot of really attractive aromas are at play on the nose of this alt-wine. Chamomile, quince, pear compote, white grapes, tea and honeysuckle to name but a few. It has complexity, but carries it effortlessly, with a lovely refreshing balance.",Aperitif / VermouthTea / Kombucha / Kefir (Water)Alt Wine / Sake,Energy: 83kj per 100ml,Carbohydrates: 4.60g per 100ml,Sugars: 3.60g per 100ml,https://www.robotkombucha.co.uk
1252,SEADRIFT,SEADRIFT BY JULES POSITIVO ORANGE APERITIF,SEADRIFT DISTILLERY,AUSTRALIA,ABV < 0.5%,"JUDGES' TASTING NOTE
Beautifully balanced red vermouth style. Woody, earthy aromas, bitter rhubarb, green herbs, citrus pith, berries and spice on the palate. Complex and concentrated with great balance, easy to drink either neat or mixed.",Aperitif / VermouthCocktail BaseSpirit / Bitters,Energy: 71kcal per 100ml,Carbohydrates: 13.70g per 100ml,Sugars: 13.60g per 100ml,https://saveur-drinks.de/sparkling-quince-essence/
1246,SEAGLASS,PINOT GRIGIO,TRINCHERO FAMILY ESTATES,UNITED STATES,ABV < 0.5%,"JUDGES' TASTING NOTE
Good fruit on the nose - pears, spice and even some lychee - with plenty of natural ripeness. Off-dry mid-palate is quite oily and round in texture, but balanced, with a light spritz adding some subtle lift to exuberant stone-fruit flavours.",Wine,Energy: 33kcal per 8fl oz USA serving,Carbohydrates: 9g per 8fl oz USA serving,Sugars: 3g per 8fl oz USA serving,https://www.seadriftdistillery.com
916,SENTIA SPIRITS,GABA RED,THE SOCIAL DRINKS COMPANY,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
Concentrated beetroot-colour, with super-intense flavours of cinnamon and nutmeg overlaid on top of some earthier, savoury notes and a little floral perfume. There are waves of flavour, heat and coolness here. A sophisticated, unique slow-sipper.",Functional / Health / SportsSpirit / BittersAlt Spirit,Energy: 9kcal per 25ml serving,Carbohydrates: 2g per 25ml serving,Sugars: 1.60g per 25ml serving,https://sentiaspirits.com
956,SOBER SPIRITS 0.0%,SOBER SPIRITS BITTER 0.0%,SOBER SPIRITS 0.0%,FRANCE,ABV 0.0%,"JUDGES' TASTING NOTE
Bright raspberry colour, with aromas of orange peel, ruby grapefruit and cloves. Palate is complex and layered with nicely balanced gentian/wormwood bitterness. Can be mixed, but drinks best neat over ice, or with very minor dilution.",Aperitif / VermouthSpirit / Bitters,Energy: 72kcal per 100ml,Carbohydrates: 30g per 100ml,Sugars: 0g per 100ml,https://sentiaspirits.com
957,SOUND,SOUND,LAKEDOWN BREWING CO.,UNITED KINGDOM,ABV 0.5%,"JUDGES' TASTING NOTE
A juicy, approachable pale ale, with tropical fruit and sweet toasted bread notes on the nose. Palate has a good balance of malt and hops, with a lifted grapefruit note, pine bitterness and a long finish. A versatile easy-drinker that should appeal to all beer lovers.",Beer,Energy: 20kcal per 100ml,Carbohydrates: 3.50g per 100ml,Sugars: 1.80g per 100ml,https://www.soberspirits.com/products/alcohol-free-bitter
